"price","year","manufacturer","make","fuel","miles","title_status","transmission","drive","type","paint_color"
5477,2007,"skoda","roomster","gas",147500,"clean","manual","rwd","compact","black"
740,1996,"seat","toledo","gas",342000,"clean","manual","rwd","compact","black"
5144,2008,"fiat","bravo","diesel",138000,"rebuilt","manual","fwd","compact","black"
1110,1000,"skoda","octavia","gas",1000,"clean","manual","fwd","compact","black"
3700,2004,"seat","alhambra","gas",249000,"clean","manual","4wd","compact","black"
4330,2004,"audi","a3","gas",228000,"clean","manual","4wd","compact","black"
1295,2001,"opel","zafira","gas",154000,"clean","manual","4wd","compact","black"
4071,2004,"honda","accord","gas",218000,"clean","manual","4wd","compact","black"
3327,1999,"mitsubishi","l200","gas",237000,"clean","manual","rwd","compact","black"
5144,2008,"citroen","c4","gas",213000,"clean","manual","4wd","compact","black"
3327,1999,"mitsubishi","l200","gas",237000,"clean","manual","rwd","compact","black"
647,2000,"fiat","multipla","gas",177000,"clean","manual","rwd","compact","black"
8512,2009,"skoda","octavia","gas",69000,"rebuilt","manual","fwd","compact","black"
2775,2004,"ford","mondeo","gas",158000,"rebuilt","manual","fwd","compact","black"
4441,2007,"volvo","s60","diesel",136,"clean","manual","rwd","compact","black"
2035,2001,"ford","mondeo","gas",179400,"clean","manual","rwd","compact","black"
555,1999,"nissan","primera","gas",220000,"clean","manual","4wd","compact","black"
11287,2011,"ford","mondeo","gas",110000,"rebuilt","manual","fwd","compact","black"
12028,2012,"ford","s-max","diesel",125328,"clean","manual","4wd","compact","black"
2590,1998,"skoda","octavia","gas",100,"clean","manual","4wd","compact","black"
6476,2007,"mini","cooper","gas",178000,"clean","manual","fwd","compact","black"
2031,2005,"hyundai","matrix","gas",100,"rebuilt","manual","fwd","compact","black"
2923,1995,"toyota","runner","gas",230000,"clean","manual","rwd","compact","black"
259,1997,"ford","mondeo","gas",150000,"rebuilt","manual","fwd","compact","black"
1665,2001,"citroen","c5","gas",320000,"clean","manual","rwd","compact","black"
10658,2011,"ford","mondeo","gas",125328,"clean","manual","4wd","compact","black"
999,1080,"toyota","rav4","gas",108000,"rebuilt","manual","fwd","compact","black"
592,2000,"ford","mondeo","gas",204532,"clean","manual","rwd","compact","black"
999,2001,"opel","astra","gas",140000,"rebuilt","manual","fwd","compact","black"
2105,2001,"volvo","v40","gas",183820,"clean","manual","rwd","compact","black"
1109,2000,"mazda","323","gas",240000,"clean","manual","4wd","compact","black"
4067,2006,"chrysler","pt-cruiser","gas",194000,"clean","manual","4wd","compact","black"
851,2004,"skoda","fabia","gas",165000,"clean","manual","fwd","compact","black"
518,1999,"seat","cordoba","diesel",290000,"clean","manual","fwd","compact","black"
2368,2004,"citroen","c2","gas",62000,"clean","manual","4wd","compact","black"
7768,2007,"jeep","grand-cherokee","diesel",191306,"rebuilt","manual","fwd","compact","black"
3515,2005,"volvo","v50","gas",5197000,"clean","manual","rwd","compact","black"
2923,1900,"audi","200","gas",239154,"clean","manual","4wd","compact","black"
6254,2009,"skoda","octavia","gas",310000,"clean","manual","4wd","compact","black"
5547,2007,"mazda","2","gas",183000,"clean","manual","4wd","compact","black"
5033,2007,"skoda","octavia","gas",209000,"clean","manual","4wd","compact","black"
555,1997,"opel","vectra","gas",146000,"rebuilt","manual","fwd","compact","black"
8142,2009,"skoda","octavia","gas",74000,"rebuilt","manual","fwd","compact","black"
2553,2000,"skoda","octavia","gas",275000,"clean","manual","rwd","compact","black"
1628,2001,"seat","cordoba","diesel",267000,"clean","manual","rwd","compact","black"
2035,2002,"skoda","fabia","gas",127083,"rebuilt","manual","fwd","compact","black"
5144,2005,"skoda","octavia","gas",5240000,"clean","manual","rwd","compact","black"
1739,1998,"skoda","octavia","diesel",267585,"clean","manual","rwd","compact","black"
2405,2003,"ford","galaxy","gas",178000,"clean","manual","4wd","compact","black"
13619,2011,"skoda","superb","diesel",118528,"clean","manual","fwd","compact","black"
13249,2011,"ford","galaxy","diesel",158288,"clean","manual","rwd","compact","black"
536,2008,"skoda","roomster","gas",98000,"clean","manual","rwd","compact","black"
740,1996,"opel","corsa","gas",68300,"clean","manual","fwd","compact","black"
3145,2006,"skoda","octavia","gas",6250629,"clean","manual","rwd","compact","black"
4811,2013,"opel","meriva","gas",1371200,"clean","manual","4wd","compact","black"
536,2007,"skoda","roomster","gas",254300,"clean","manual","rwd","compact","black"
1846,2005,"opel","corsa","gas",115000,"clean","manual","4wd","compact","black"
5544,2007,"skoda","octavia","gas",237000,"rebuilt","manual","fwd","compact","black"
4625,1250,"skoda","fabia","gas",125000,"clean","manual","rwd","compact","black"
3330,2007,"opel","zafira","gas",128000,"clean","manual","4wd","compact","black"
3700,2000,"nissan","patrol","diesel",154320,"clean","manual","4wd","compact","black"
12176,2007,"audi","q7","diesel",311479,"clean","manual","4wd","compact","black"
1813,2002,"opel","zafira","gas",244000,"clean","manual","rwd","compact","black"
6254,2006,"skoda","octavia","diesel",161117,"clean","manual","4wd","compact","black"
3545,1179,"seat","alhambra","gas",117985,"clean","manual","rwd","compact","black"
2775,1997,"suzuki","vitara","gas",81000,"rebuilt","manual","fwd","compact","black"
555,1996,"honda","civic","gas",100,"rebuilt","manual","fwd","compact","black"
13656,2012,"skoda","yeti","gas",58000,"clean","manual","4wd","compact","black"
2586,2002,"opel","frontera","gas",2002151,"clean","manual","rwd","compact","black"
1443,2002,"ford","mondeo","diesel",203000,"clean","manual","rwd","compact","black"
592,1996,"skoda","felicia","gas",6211000,"clean","manual","rwd","compact","black"
1813,1491,"seat","ibiza","gas",149106,"clean","manual","4wd","compact","black"
5736,1640,"skoda","octavia","gas",164000,"rebuilt","manual","fwd","compact","black"
2553,2006,"skoda","fabia","diesel",279000,"clean","manual","4wd","compact","black"
1698,1997,"audi","a4","gas",296000,"clean","manual","4wd","compact","black"
6102,1590,"skoda","octavia","gas",159000,"clean","manual","fwd","compact","black"
925,1994,"ford","escort","gas",158000,"clean","manual","rwd","compact","black"
3515,2004,"opel","meriva","gas",10,"clean","manual","4wd","compact","black"
3441,2007,"ford","fusion","diesel",158900,"clean","manual","rwd","compact","black"
1846,2001,"ford","focus","gas",4236000,"clean","manual","rwd","compact","black"
925,1998,"volvo","v40","gas",204000,"clean","manual","4wd","compact","black"
3145,1800,"seat","alhambra","gas",180000,"rebuilt","manual","fwd","compact","black"
462,1595,"seat","altea","gas",196500,"clean","manual","fwd","compact","black"
3293,2009,"fiat","panda","gas",79800,"rebuilt","manual","fwd","compact","black"
1295,1000,"citroen","saxo","gas",100,"clean","manual","4wd","compact","black"
4404,2004,"skoda","octavia","gas",1189000,"clean","manual","rwd","compact","black"
7586,2005,"nissan","murano","gas",170000,"clean","manual","4wd","compact","black"
592,2000,"ford","ka","gas",130000,"clean","manual","rwd","compact","black"
3697,2005,"skoda","fabia","gas",5131000,"rebuilt","manual","fwd","compact","black"
925,2000,"skoda","fabia","gas",240000,"clean","manual","rwd","compact","black"
1443,2001,"ford","focus","diesel",100,"clean","manual","rwd","compact","black"
1106,2001,"skoda","felicia","gas",101800,"clean","manual","rwd","compact","black"
2405,2008,"skoda","fabia","gas",2008,"clean","manual","4wd","compact","black"
9122,2014,"skoda","rapid","gas",17035,"clean","manual","4wd","compact","black"
6291,2011,"skoda","octavia","gas",171000,"clean","manual","4wd","compact","black"
4256,2006,"toyota","yaris","gas",109800,"rebuilt","manual","fwd","compact","black"
2590,2002,"citroen","berlingo","gas",176000,"clean","manual","4wd","compact","black"
555,1998,"skoda","felicia","gas",125000,"clean","manual","rwd","compact","black"
5144,2004,"citroen","jumper","gas",167000,"clean","manual","4wd","compact","black"
555,2000,"skoda","felicia","gas",236000,"clean","manual","4wd","compact","black"
444,1999,"opel","corsa","gas",139000,"clean","manual","rwd","compact","black"
481,2015,"opel","astra","gas",184000,"clean","manual","fwd","compact","black"
5847,2007,"skoda","octavia","gas",168000,"clean","manual","4wd","compact","black"
13656,2008,"volvo","xc70","gas",130,"clean","manual","fwd","compact","black"
1110,2005,"chevrolet","lacetti","gas",285050,"clean","manual","rwd","compact","black"
24056,2011,"audi","q5","gas",159300,"rebuilt","manual","fwd","compact","black"
736,2000,"opel","astra","gas",200800,"clean","manual","rwd","compact","black"
684,1994,"fiat","punto","gas",160000,"clean","manual","rwd","compact","black"
1480,1995,"kia","sportage","gas",107000,"clean","manual","rwd","compact","black"
2590,2006,"seat","cordoba","gas",117000,"rebuilt","manual","fwd","compact","black"
5884,2007,"ford","s-max","diesel",236123,"rebuilt","manual","fwd","compact","black"
6624,2009,"citroen","c3-picasso","gas",47500,"clean","manual","4wd","compact","black"
2031,2002,"citroen","xsara-picasso","gas",209201,"clean","manual","fwd","compact","black"
3293,2002,"skoda","octavia","diesel",208000,"rebuilt","manual","fwd","compact","black"
6254,1150,"ford","focus","gas",115000,"clean","manual","4wd","compact","black"
5181,2011,"toyota","aygo","gas",15490,"clean","manual","4wd","compact","black"
3886,2009,"ford","c-max","gas",952300,"clean","manual","4wd","compact","black"
740,1998,"fiat","marea","gas",153000,"rebuilt","manual","fwd","compact","black"
666,1997,"citroen","xantia","gas",275200,"clean","manual","4wd","compact","black"
3145,2009,"ford","mondeo","gas",9202165,"clean","manual","4wd","compact","black"
351,2000,"fiat","marea","gas",165700,"clean","manual","4wd","compact","black"
499,2010,"skoda","octavia","gas",66000,"clean","manual","4wd","compact","black"
4067,2004,"skoda","octavia","diesel",189475,"clean","manual","fwd","compact","black"
333,2000,"ford","focus","gas",200000,"clean","manual","rwd","compact","black"
6661,2011,"skoda","octavia","gas",1199778,"rebuilt","manual","fwd","compact","black"
8105,2010,"skoda","octavia","gas",1076000,"rebuilt","manual","fwd","compact","black"
6846,2011,"hyundai","i30","gas",43900,"rebuilt","manual","fwd","compact","black"
2405,2006,"skoda","superb","gas",6273000,"clean","manual","rwd","compact","black"
3293,2005,"skoda","octavia","gas",5290000,"clean","manual","rwd","compact","black"
1221,1999,"skoda","octavia","gas",330000,"clean","manual","rwd","compact","black"
2590,2005,"skoda","octavia","gas",5209000,"clean","manual","4wd","compact","black"
6661,2011,"skoda","superb","gas",1143000,"clean","manual","fwd","compact","black"
2035,2001,"skoda","fabia","gas",125000,"clean","manual","fwd","compact","black"
736,1998,"seat","ibiza","gas",145137,"clean","manual","rwd","compact","black"
3404,2012,"skoda","fabia","gas",2167000,"clean","manual","rwd","compact","black"
10214,2013,"skoda","octavia","gas",108000,"clean","manual","fwd","compact","black"
7401,2012,"skoda","superb","gas",85112,"rebuilt","manual","fwd","compact","black"
2757,1990,"fiat","grande-punto","diesel",108500,"clean","manual","rwd","compact","black"
4885,2011,"skoda","octavia","gas",1109000,"clean","manual","rwd","compact","black"
421,2003,"ford","galaxy","gas",205000,"rebuilt","manual","fwd","compact","black"
5551,2011,"skoda","octavia","gas",1182000,"clean","manual","fwd","compact","black"
7772,2011,"ford","galaxy","gas",150000,"rebuilt","manual","fwd","compact","black"
5144,2010,"toyota","yaris","gas",79900,"clean","manual","fwd","compact","black"
9252,2011,"bmw","x1","gas",1155110,"clean","manual","rwd","compact","black"
1702,2002,"skoda","fabia","gas",163450,"clean","manual","rwd","compact","black"
1776,2008,"skoda","fabia","gas",205000,"rebuilt","manual","fwd","compact","black"
6994,2007,"honda","civic","gas",116500,"clean","manual","4wd","compact","black"
1846,1998,"chrysler","stratus","gas",274004,"clean","manual","rwd","compact","black"
3700,2009,"skoda","octavia","gas",9198000,"clean","manual","rwd","compact","black"
3515,2003,"skoda","octavia","gas",200000,"rebuilt","manual","fwd","compact","black"
1258,2000,"volvo","s70","gas",260000,"clean","manual","4wd","compact","black"
8878,1770,"skoda","octavia","diesel",177000,"clean","manual","rwd","compact","black"
2405,2007,"skoda","roomster","gas",744000,"clean","manual","4wd","compact","black"
16280,1890,"audi","200","gas",189000,"rebuilt","manual","fwd","compact","black"
14800,2014,"skoda","superb","gas",189016,"clean","manual","rwd","compact","black"
9807,2009,"toyota","verso","diesel",125000,"rebuilt","manual","fwd","compact","black"
462,2006,"ford","focus","gas",114000,"clean","manual","4wd","compact","black"
1110,1000,"honda","civic","gas",1000,"clean","manual","rwd","compact","black"
1813,2002,"ford","mondeo","gas",6100,"rebuilt","manual","fwd","compact","black"
4071,1780,"skoda","octavia","gas",178000,"rebuilt","manual","fwd","compact","black"
1073,2002,"citroen","xsara-picasso","gas",236000,"clean","manual","fwd","compact","black"
1221,2001,"fiat","punto","gas",7130436,"clean","manual","rwd","compact","black"
5514,2005,"seat","altea","gas",147000,"clean","manual","4wd","compact","black"
1517,2001,"mazda","premacy","gas",171000,"clean","manual","rwd","compact","black"
1443,2005,"skoda","fabia","gas",231244,"clean","manual","rwd","compact","black"
5625,2006,"suzuki","sx4","gas",163000,"clean","manual","4wd","compact","black"
2035,2005,"skoda","octavia","gas",5231500,"clean","manual","rwd","compact","black"
6032,2008,"opel","zafira","gas",158000,"clean","manual","rwd","compact","black"
1291,2000,"fiat","punto","gas",123000,"clean","manual","4wd","compact","black"
2109,1995,"audi","a6","gas",347000,"clean","manual","rwd","compact","black"
3441,2001,"skoda","octavia","gas",189000,"clean","manual","rwd","compact","black"
2664,2008,"citroen","c1","gas",111000,"clean","manual","rwd","compact","black"
1628,2004,"hyundai","getz","gas",103000,"clean","manual","rwd","compact","black"
6457,2007,"audi","a6","diesel",217000,"clean","manual","rwd","compact","black"
851,1998,"skoda","octavia","gas",130000,"clean","manual","4wd","compact","black"
1813,2006,"citroen","c1","gas",183000,"clean","manual","4wd","compact","black"
3413,2007,"skoda","fabia","diesel",130364,"clean","manual","4wd","compact","black"
6254,2006,"skoda","octavia","gas",120000,"clean","manual","rwd","compact","black"
5514,2008,"skoda","fabia","gas",1977,"rebuilt","manual","fwd","compact","black"
1776,2000,"rover","100","gas",171000,"clean","manual","4wd","compact","black"
5056,2012,"smart","fortwo","gas",541492,"clean","manual","rwd","compact","black"
4034,2005,"skoda","octavia","gas",130000,"clean","manual","fwd","compact","black"
4807,2008,"opel","astra","gas",130000,"clean","manual","rwd","compact","black"
2923,2002,"fiat","doblo","gas",186000,"clean","manual","4wd","compact","black"
4737,2007,"ford","focus","gas",143400,"rebuilt","manual","fwd","compact","black"
14800,2007,"rover","200","gas",168072,"clean","manual","4wd","compact","black"
999,1998,"skoda","felicia","gas",190000,"rebuilt","manual","fwd","compact","black"
407,1996,"skoda","felicia","gas",148710,"clean","manual","rwd","compact","black"
4515,1940,"ford","galaxy","gas",194000,"clean","manual","rwd","compact","black"
3515,2007,"citroen","xsara-picasso","diesel",164991,"clean","manual","rwd","compact","black"
3108,2006,"ford","focus","gas",134000,"clean","manual","4wd","compact","black"
2035,2002,"fiat","punto","diesel",158632,"rebuilt","manual","fwd","compact","black"
2035,2005,"fiat","seicento","gas",70036,"rebuilt","manual","fwd","compact","black"
2035,2005,"ford","ka","gas",111360,"clean","manual","rwd","compact","black"
3515,2005,"fiat","stilo","gas",74400,"clean","manual","rwd","compact","black"
1850,2000,"ford","fiesta","gas",130734,"clean","manual","rwd","compact","black"
6658,2005,"audi","a6","gas",225903,"rebuilt","manual","fwd","compact","black"
2590,2003,"ford","focus","gas",178207,"clean","manual","rwd","compact","black"
577,2011,"fiat","doblo","gas",127000,"clean","manual","4wd","compact","black"
888,1999,"opel","astra","gas",187000,"clean","manual","fwd","compact","black"
2035,2003,"ford","focus","diesel",209961,"clean","manual","rwd","compact","black"
2109,2002,"skoda","octavia","gas",179000,"clean","manual","fwd","compact","black"
925,2000,"mazda","323","gas",2000,"clean","manual","rwd","compact","black"
4663,1930,"hyundai","ix35","gas",193000,"clean","manual","4wd","compact","black"
2031,2003,"ford","focus","diesel",141300,"clean","manual","rwd","compact","black"
1295,1999,"ford","focus","gas",241000,"rebuilt","manual","fwd","compact","black"
2960,2006,"kia","cerato","gas",86415,"rebuilt","manual","fwd","compact","black"
9030,2008,"volvo","xc60","diesel",191000,"clean","manual","4wd","compact","black"
2960,2006,"kia","rio","gas",131622,"clean","manual","4wd","compact","black"
851,1598,"opel","vectra","gas",200200,"rebuilt","manual","fwd","compact","black"
3330,2006,"mazda","2","gas",58546,"clean","manual","4wd","compact","black"
999,2000,"skoda","felicia","gas",135000,"clean","manual","fwd","compact","black"
2220,1997,"mercedes-benz","140","gas",274823,"clean","manual","fwd","compact","black"
1624,2002,"fiat","stilo","gas",183000,"rebuilt","manual","fwd","compact","black"
9955,2014,"skoda","rapid","gas",47000,"clean","manual","4wd","compact","black"
5366,2008,"opel","astra","gas",102917,"clean","manual","4wd","compact","black"
2960,1997,"opel","omega","gas",84755,"rebuilt","manual","fwd","compact","black"
1665,2001,"citroen","saxo","gas",180,"clean","manual","fwd","compact","black"
1998,2002,"smart","fortwo","diesel",173564,"clean","manual","4wd","compact","black"
2738,2000,"skoda","octavia","gas",176500,"clean","manual","fwd","compact","black"
3293,2005,"skoda","fabia","gas",127000,"rebuilt","manual","fwd","compact","black"
2405,2000,"skoda","fabia","gas",141282,"clean","manual","4wd","compact","black"
2590,2001,"skoda","fabia","gas",135314,"clean","manual","rwd","compact","black"
2960,2005,"skoda","fabia","gas",101171,"rebuilt","manual","fwd","compact","black"
5181,2008,"skoda","fabia","gas",230000,"clean","manual","4wd","compact","black"
1073,2009,"mitsubishi","lancer","gas",80000,"clean","manual","4wd","compact","black"
2331,1800,"opel","tigra","diesel",180000,"clean","manual","rwd","compact","black"
3330,2005,"skoda","octavia","gas",204382,"rebuilt","manual","fwd","compact","black"
2109,1900,"citroen","xsara-picasso","gas",190000,"clean","manual","4wd","compact","black"
5144,2010,"hyundai","i30","gas",1060000,"clean","manual","4wd","compact","black"
462,2011,"chevrolet","spark","gas",49000,"clean","manual","rwd","compact","black"
2757,2004,"skoda","fabia","gas",107600,"clean","manual","4wd","compact","black"
2183,2004,"citroen","xsara","diesel",228000,"rebuilt","manual","fwd","compact","black"
3886,2007,"skoda","fabia","gas",72733,"clean","manual","4wd","compact","black"
736,1999,"citroen","xsara","gas",265316,"clean","manual","4wd","compact","black"
1110,2003,"citroen","xsara","gas",214000,"rebuilt","manual","fwd","compact","black"
1110,2002,"citroen","c5","gas",6253000,"clean","manual","rwd","compact","black"
51776,2013,"audi","a6","diesel",44353,"clean","manual","rwd","compact","black"
2405,2007,"hyundai","accent","gas",83000,"rebuilt","manual","fwd","compact","black"
2213,2001,"ford","focus","gas",95472,"clean","manual","rwd","compact","black"
325,2005,"ford","mondeo","diesel",159217,"clean","manual","rwd","compact","black"
6624,2004,"volvo","xc90","gas",100,"clean","manual","rwd","compact","black"
5514,65,"toyota","avensis","gas",89300,"clean","manual","rwd","compact","black"
2553,1020,"citroen","c1","gas",102000,"rebuilt","manual","fwd","compact","black"
3293,2002,"audi","a4","gas",2172322,"clean","manual","4wd","compact","black"
6883,2011,"toyota","yaris","gas",45000,"clean","manual","4wd","compact","black"
3923,2003,"audi","a3","gas",3167111,"clean","manual","4wd","compact","black"
2738,2004,"skoda","fabia","gas",151249,"clean","manual","rwd","compact","black"
5144,2007,"citroen","jumper","gas",270000,"clean","manual","rwd","compact","black"
295,1992,"skoda","favorit","gas",41400,"clean","manual","rwd","compact","black"
2035,2003,"skoda","fabia","gas",100567,"clean","manual","fwd","compact","black"
4252,2009,"ford","fusion","gas",101912,"rebuilt","manual","fwd","compact","black"
9252,2012,"skoda","fabia","gas",30000,"clean","manual","rwd","compact","black"
1036,1998,"opel","astra","gas",207091,"clean","manual","4wd","compact","black"
155,2001,"ford","mondeo","gas",165513,"rebuilt","manual","fwd","compact","black"
4067,2006,"fiat","panda","diesel",143200,"clean","manual","rwd","compact","black"
847,2008,"volvo","v70","diesel",181000,"clean","manual","rwd","compact","black"
5177,2007,"ford","mondeo","diesel",168559,"clean","manual","fwd","compact","black"
2957,2007,"ford","fiesta","gas",117454,"rebuilt","manual","fwd","compact","black"
2590,2009,"chevrolet","matiz","gas",70500,"clean","manual","rwd","compact","black"
6994,2008,"skoda","octavia","gas",189000,"clean","manual","4wd","compact","black"
736,2002,"hyundai","matrix","diesel",125313,"clean","manual","4wd","compact","black"
2590,2005,"ford","fiesta","diesel",107000,"clean","manual","4wd","compact","black"
185,1996,"skoda","felicia","gas",202000,"rebuilt","manual","fwd","compact","black"
37,1904,"hyundai","accent","gas",190489,"clean","manual","4wd","compact","black"
192,2005,"ford","focus","gas",209500,"rebuilt","manual","fwd","compact","black"
192,2004,"citroen","berlingo","gas",205000,"rebuilt","manual","fwd","compact","black"
2072,2001,"skoda","fabia","gas",20000,"clean","manual","rwd","compact","black"
614,2011,"seat","ibiza","gas",38000,"clean","manual","4wd","compact","black"
444,1994,"seat","ibiza","gas",142862,"rebuilt","manual","fwd","compact","black"
3145,2007,"ford","fiesta","gas",112000,"clean","manual","4wd","compact","black"
5329,2006,"opel","zafira","gas",118000,"rebuilt","manual","fwd","compact","black"
8512,2007,"audi","a6-allroad","gas",246000,"clean","manual","4wd","compact","black"
22168,2011,"mercedes-benz","viano","diesel",203593,"clean","manual","4wd","compact","black"
1665,2000,"opel","zafira","gas",294,"rebuilt","manual","fwd","compact","black"
10288,2008,"bmw","x3","gas",237600,"clean","manual","4wd","compact","black"
5514,2005,"skoda","octavia","gas",1977,"clean","manual","4wd","compact","black"
1443,1550,"audi","a4","gas",155000,"clean","manual","rwd","compact","black"
2405,1945,"kia","picanto","gas",105700,"clean","manual","rwd","compact","black"
906,1998,"skoda","felicia","gas",107620,"rebuilt","manual","fwd","compact","black"
10325,2011,"skoda","octavia","diesel",158000,"clean","manual","4wd","compact","black"
10325,2012,"skoda","octavia","diesel",149000,"rebuilt","manual","fwd","compact","black"
884,1997,"skoda","felicia","gas",145500,"clean","manual","4wd","compact","black"
925,1999,"nissan","micra","gas",111722,"clean","manual","fwd","compact","black"
11435,2012,"opel","insignia","diesel",132000,"clean","manual","rwd","compact","black"
6624,2002,"opel","zafira","gas",66000,"clean","manual","fwd","compact","black"
2216,1320,"skoda","fabia","gas",132000,"clean","manual","4wd","compact","black"
2960,2005,"opel","astra","gas",178000,"rebuilt","manual","fwd","compact","black"
73501,2014,"audi","80","diesel",19800,"rebuilt","manual","fwd","compact","black"
4737,2005,"skoda","octavia","diesel",232000,"clean","manual","4wd","compact","black"
3293,2004,"kia","carens","gas",130000,"rebuilt","manual","fwd","compact","black"
5514,2007,"toyota","avensis","diesel",197000,"clean","manual","4wd","compact","black"
4034,2004,"skoda","superb","gas",155000,"clean","manual","rwd","compact","black"
847,2011,"ford","c-max","diesel",147000,"clean","manual","rwd","compact","black"
5514,2007,"ford","c-max","gas",135313,"clean","manual","4wd","compact","black"
3885,1998,"audi","tt","gas",163000,"clean","manual","rwd","compact","black"
5884,2005,"honda","cr-v","diesel",187000,"clean","manual","4wd","compact","black"
2553,2003,"skoda","octavia","gas",166370,"clean","manual","4wd","compact","black"
1776,2005,"hyundai","getz","gas",144900,"clean","manual","rwd","compact","black"
921,2005,"bmw","x5","diesel",198000,"rebuilt","manual","fwd","compact","black"
2553,2004,"ford","streetka","gas",100000,"rebuilt","manual","fwd","compact","black"
2035,2005,"chrysler","pt-cruiser","gas",100,"rebuilt","manual","fwd","compact","black"
333,2005,"audi","a3","gas",100,"clean","manual","4wd","compact","black"
2405,2004,"honda","civic","gas",98000,"clean","manual","4wd","compact","black"
2957,2001,"skoda","octavia","gas",187237,"rebuilt","manual","fwd","compact","black"
3145,2006,"jaguar","x-type","gas",100,"rebuilt","manual","fwd","compact","black"
6994,2007,"audi","a4","diesel",207000,"clean","manual","rwd","compact","black"
740,2000,"ford","escort","gas",230000,"clean","manual","rwd","compact","black"
5884,2008,"opel","zafira","gas",137000,"clean","manual","4wd","compact","black"
6994,2010,"ford","mondeo","diesel",162000,"clean","manual","4wd","compact","black"
2368,1896,"skoda","octavia","gas",250000,"clean","manual","4wd","compact","black"
2516,2003,"skoda","fabia","gas",250000,"clean","manual","rwd","compact","black"
5177,2006,"toyota","corolla-verso","diesel",208412,"clean","manual","rwd","compact","black"
1406,2002,"fiat","punto","gas",50,"rebuilt","manual","fwd","compact","black"
5144,2003,"toyota","rav4","gas",147000,"clean","manual","4wd","compact","black"
2368,2003,"skoda","fabia","gas",202000,"clean","manual","rwd","compact","black"
2923,2003,"opel","meriva","gas",164787,"rebuilt","manual","fwd","compact","black"
4067,2008,"fiat","qubo","diesel",144728,"clean","manual","4wd","compact","black"
155,1560,"skoda","fabia","gas",156000,"clean","manual","4wd","compact","black"
3663,2002,"audi","a3","diesel",202000,"clean","manual","4wd","compact","black"
1073,2002,"mazda","323","diesel",172000,"clean","manual","4wd","compact","black"
2368,2005,"opel","meriva","gas",133000,"clean","manual","4wd","compact","black"
2183,2005,"citroen","xsara-picasso","gas",151000,"rebuilt","manual","fwd","compact","black"
4811,2009,"ford","focus","gas",186000,"clean","manual","rwd","compact","black"
1813,2005,"fiat","stilo","gas",220000,"rebuilt","manual","fwd","compact","black"
4552,2004,"skoda","fabia","gas",249600,"clean","manual","fwd","compact","black"
9918,2010,"audi","a4","gas",210000,"clean","manual","rwd","compact","black"
192,2000,"audi","a8","gas",302000,"rebuilt","manual","fwd","compact","black"
9252,2005,"jaguar","s-type","gas",145000,"rebuilt","manual","fwd","compact","black"
2368,2005,"mazda","2","gas",179000,"clean","manual","4wd","compact","black"
462,2007,"citroen","c3","gas",764905,"clean","manual","fwd","compact","black"
1665,2000,"volvo","v70","gas",300000,"rebuilt","manual","fwd","compact","black"
3663,2006,"opel","zafira","gas",94000,"clean","manual","fwd","compact","black"
1295,1360,"citroen","xsara","gas",150000,"clean","manual","rwd","compact","black"
268,2005,"citroen","xsara-picasso","gas",5176000,"clean","manual","4wd","compact","black"
